,degree_centrality,eigenvector_centrality,betweenness_centrality,clustering_coefficient
GENE_57,0.32716049382716045,0.3299776340737619,0.10045541886323983,0.6972309968980336
GENE_58,0.3024691358024691,0.32146323775986124,0.08490714636987748,0.7352941176470588
GENE_59,0.8518518518518517,0.8438443284057178,0.7283186302708544,0.5806072561257657
GENE_60,0.3518518518518518,0.4060151314240202,0.10396082056390253,0.7976436188510492
GENE_61,0.3148148148148148,0.35359701395756155,0.08823442351030777,0.7252979623221838
GENE_62,0.2716049382716049,0.2671690695208478,0.0724907287094096,0.5459001782531194
GENE_63,0.25925925925925924,0.26381634786128966,0.06330065946264739,0.6555874382273235
GENE_64,0.37037037037037035,0.38509725868938777,0.1278499387069644,0.6174531959676526
GENE_65,0.30864197530864196,0.30805631470786304,0.08938111037490104,0.7352941176470588
GENE_66,0.2222222222222222,0.22612910324299645,0.048133113781492674,0.5147058823529412
GENE_67,0.32098765432098764,0.33717635003459623,0.0954632055754823,0.6974018868482537
GENE_68,0.29012345679012347,0.30250325795399985,0.07884653615736378,0.7443634252961129
GENE_69,0.24074074074074073,0.24758021646266323,0.05830868380007258,0.6645100685348364
GENE_70,0.35802469135802467,0.3772994179928734,0.11542720248746956,0.7556077482414624
GENE_71,0.2654320987654321,0.27008327076227717,0.07032361556317124,0.6782945736434108
GENE_72,0.8333333333333334,0.8022880513372624,0.7200861066566636,0.5789137103155247
GENE_73,0.2037037037037037,0.2179600493925774,0.03892371532857839,0.7278669043374926
GENE_74,0.3395061728395062,0.357436245813046,0.11045263803389757,0.7197794942892982
GENE_75,0.345679012345679,0.35932402423433313,0.11515611578618391,0.6160873440285205
GENE_76,0.2962962962962963,0.3008277346425246,0.08569289643596979,0.5429964539007093
GENE_77,0.32716049382716045,0.35995882235257076,0.09209527990652655,0.8715387461225419
GENE_78,0.27777777777777773,0.28028995045915045,0.06840808019373629,0.4609823727470786
GENE_79,0.3333333333333333,0.34258821593167876,0.109020525747095,0.6630150313095189
GENE_80,0.2962962962962963,0.3009704943731288,0.08094976652194785,0.6601133361145877
GENE_81,0.2962962962962963,0.31794281530985985,0.08018794143867317,0.8091711862049784
GENE_82,0.3333333333333333,0.34652814920584113,0.10761963416532808,0.5958742686452638
GENE_83,0.22839506172839505,0.2429117419794968,0.046220171989997616,0.6311458517340871
GENE_84,0.29012345679012347,0.3169072180479699,0.07181861718248006,0.7443634252961129
GENE_85,0.46296296296296297,0.48576587197843574,0.20206036560672788,0.7011128775834659
GENE_86,0.29012345679012347,0.3147962161156917,0.07311108591925297,0.7332535234260217
GENE_87,0.27777777777777773,0.30105004954842646,0.06955701204434281,0.7157357892652011
GENE_88,0.2654320987654321,0.2861628219062512,0.06154253576232955,0.7048943608451133
GENE_89,0.36419753086419754,0.38820305801707905,0.11750273414900397,0.7440322710030828
GENE_90,0.3518518518518518,0.3811845150592487,0.11511685661868039,0.6546697626418988
GENE_91,0.32098765432098764,0.344873071933889,0.08962467735581248,0.8151450625499068
GENE_92,0.3518518518518518,0.37262687035902137,0.11426790413696852,0.70734434124527
GENE_93,0.3518518518518518,0.3677380642313728,0.11194225050040861,0.5869453044375644
GENE_94,0.3148148148148148,0.33542425428489364,0.09135229543198098,0.6122645136485967
GENE_95,0.8580246913580246,0.805916510819844,0.7846911716280937,0.48835611817451413
GENE_96,0.2654320987654321,0.27600613699430576,0.06305161532982251,0.6649946800425597
GENE_97,0.3518518518518518,0.3563338946740656,0.11911232444182328,0.6697196422428621
GENE_98,0.32098765432098764,0.32032461400903833,0.09774843284701902,0.7517448910182474
GENE_99,0.25925925925925924,0.2537167810167749,0.0654275728825175,0.5718954248366013
GENE_100,0.2962962962962963,0.3392084789690497,0.0742312216284822,0.7559362397441245
GENE_101,0.2654320987654321,0.25973269031366786,0.069032992838033,0.545295637634899
GENE_102,0.3395061728395062,0.35000461945175254,0.10947370190275287,0.7197794942892982
GENE_103,0.2716049382716049,0.3032469569508777,0.06772316640201959,0.6982444140446876
GENE_104,0.29012345679012347,0.2828727468090304,0.08464618032631147,0.6443743084652918
GENE_105,0.2839506172839506,0.3015237730717963,0.07239045365939506,0.8122572700577815
GENE_106,0.3518518518518518,0.3756179843730305,0.11033445470713814,0.6772445820433436
GENE_107,0.3024691358024691,0.31765703382656485,0.08598331711810732,0.7046568627450981
GENE_108,0.32098765432098764,0.3350931304731601,0.09962303340622312,0.6702303847632568
GENE_109,0.30864197530864196,0.3042537692370216,0.0914698960243479,0.7254901960784315
GENE_110,0.2530864197530864,0.281185804277245,0.0541254983099109,0.7030129124820661
GENE_111,0.3024691358024691,0.3407534514566944,0.08207377107513777,0.7455065359477124
GENE_112,0.2654320987654321,0.27984110278204427,0.06318655239527071,0.7181942544459645
GENE_113,0.2530864197530864,0.26791695289159717,0.05802695619057322,0.7176590148254424
GENE_114,0.2839506172839506,0.2920976754758612,0.07838249935498923,0.6614094913327649
GENE_115,0.3395061728395062,0.3505107248714954,0.11141711269930206,0.5418564732290223
GENE_116,0.2716049382716049,0.27231535766727766,0.06629701058461157,0.6982444140446876
GENE_117,0.25925925925925924,0.2616758260041305,0.06361545453939607,0.6276901004304161
GENE_118,0.30864197530864196,0.31411858254383207,0.09017875154210392,0.6470588235294118
GENE_119,0.23456790123456792,0.23189825616317283,0.053402608799253716,0.6662622374696678
GENE_120,0.27777777777777773,0.30529046256999864,0.07122009867495475,0.7521291344820756
GENE_121,0.2716049382716049,0.29869958400399604,0.06407383003410015,0.723635120009949
GENE_122,0.29012345679012347,0.3168161462389864,0.0777089016342232,0.6777040140755655
GENE_123,0.2716049382716049,0.2852601544799935,0.06526419273747248,0.8505886498362558
GENE_124,0.2654320987654321,0.26894077239588515,0.06619078024607888,0.5851953184374525
GENE_125,0.2654320987654321,0.2878257381545655,0.06421971989486223,0.7846937224502203
GENE_126,0.35802469135802467,0.3643849502685796,0.11943944468767599,0.7410768300060496
GENE_127,0.2654320987654321,0.27189993221694536,0.0664586449544291,0.7048943608451133
GENE_128,0.27777777777777773,0.2972948726329297,0.07004591137215216,0.7036046741929095
GENE_129,0.2962962962962963,0.31509699388058177,0.07987529225507163,0.6601133361145877
GENE_130,0.22839506172839505,0.22895419209487594,0.04977004231142253,0.649178590355061
GENE_131,0.32716049382716045,0.34878725439063313,0.09855353036664728,0.7582387091266114
GENE_132,0.3148148148148148,0.3370963860277188,0.09234373069014051,0.5274894271434064
GENE_133,0.37654320987654316,0.39266048504504814,0.13484013018136093,0.6562734383370834
GENE_134,0.2530864197530864,0.28547366061222856,0.05662385254049481,0.6004901960784315
GENE_135,0.4074074074074074,0.41546858930029795,0.16168336763842367,0.5822935234699941
GENE_136,0.30864197530864196,0.3198072929068957,0.09007601266726704,0.6372549019607843
GENE_137,0.30864197530864196,0.32653270834819026,0.09055169981386745,0.6470588235294118
GENE_138,0.2839506172839506,0.29619008983549705,0.0772975377775581,0.6265984654731458
GENE_139,0.23456790123456792,0.23674736213359396,0.05383035418112574,0.8029314143865227
GENE_140,0.2962962962962963,0.30892695439077306,0.08224381732205824,0.7452892504519538
GENE_141,0.345679012345679,0.3715634759448412,0.10860987337585129,0.7720588235294117
GENE_142,0.3518518518518518,0.3639564116631299,0.11237201072157227,0.7299191606467148
GENE_143,0.25925925925925924,0.25743025667778946,0.06733496539192543,0.7811254583134067
GENE_144,0.3148148148148148,0.33527844053452016,0.08713122211716974,0.7158785082660515
GENE_145,0.3148148148148148,0.3480569483748415,0.08616322616823299,0.8289119569396386
GENE_146,0.25925925925925924,0.27004768994353395,0.06513394184536943,0.585844093735055
GENE_147,0.24074074074074073,0.23942506323160506,0.053336968331402154,0.615887380593263
GENE_148,0.27777777777777773,0.30458867572323517,0.07063314404477997,0.6793424440483264
GENE_149,0.25925925925925924,0.29633374971355364,0.056716104291021904,0.725330782719592
GENE_150,0.32098765432098764,0.35837929904120847,0.09309612905432152,0.8242022299115725
GENE_151,0.3024691358024691,0.3085971458454989,0.08900087559942459,0.5821078431372548
GENE_152,0.3333333333333333,0.33341458755227454,0.10487805328637587,0.7049780079746784
GENE_153,0.30864197530864196,0.3424419483618975,0.08274516572753127,0.7941176470588236
GENE_154,0.29012345679012347,0.2879962509457038,0.08479299856107465,0.6443743084652918
GENE_155,0.32716049382716045,0.34660325433955497,0.09811157493403397,0.644938672130681
GENE_156,0.345679012345679,0.38020856566452993,0.10785647947829916,0.6628787878787878
GENE_157,0.3024691358024691,0.3222760000219008,0.07910455230878868,0.7659313725490197
GENE_158,0.36419753086419754,0.37011340669655973,0.126450042555501,0.6176871683799178
GENE_159,0.27777777777777773,0.28714445187941096,0.0695604480231936,0.7278669043374926
GENE_160,0.3333333333333333,0.33630303500259723,0.10841086167027417,0.6210520546443594
GENE_161,0.3333333333333333,0.3740617389579636,0.10178884076706134,0.7469409846398377
GENE_162,0.27777777777777773,0.29085367955597163,0.07048248631340415,0.7036046741929095
GENE_163,0.2530864197530864,0.2402094718049093,0.06554761323787155,0.4393830703012912
GENE_164,0.30864197530864196,0.3248916226727465,0.08776898239517743,0.7058823529411764
GENE_165,0.32098765432098764,0.34501494117324943,0.08991784215462367,0.9419454056132257
GENE_166,0.27777777777777773,0.28315640373894596,0.07400138121177303,0.6429490988314518
GENE_167,0.3024691358024691,0.3109957248398232,0.08781218392261805,0.7046568627450981
GENE_168,0.38271604938271603,0.3667195522200162,0.15096432067595558,0.5461888615837662
GENE_169,0.32716049382716045,0.3537610420181412,0.0947556728750494,0.7320925467429352
GENE_170,0.3148148148148148,0.3716111180552866,0.0844580397435236,0.7912341407151097
GENE_171,0.25925925925925924,0.2509285198356676,0.06642678534026707,0.767176789414953
GENE_172,0.35802469135802467,0.3839859810231008,0.12162879761114323,0.6829531570643986
GENE_173,0.3395061728395062,0.356215528705348,0.10816956264723253,0.5742061134217997
GENE_174,0.25925925925925924,0.2700573803319256,0.06081674011311912,0.6555874382273235
GENE_175,0.3518518518518518,0.37715990912250236,0.10935742455244704,0.7976436188510492
GENE_176,0.32098765432098764,0.36598207153754786,0.09203177319015511,0.7517448910182474
GENE_177,0.24074074074074073,0.2285582593682274,0.06014218883697629,0.6483025058876453
GENE_178,0.3333333333333333,0.3603272367570036,0.10044380879772982,0.7133706033077102
GENE_179,0.32098765432098764,0.3346660067723314,0.10052134903673868,0.615887380593263
GENE_180,0.32716049382716045,0.3300764862639137,0.10808762873905929,0.5316386351347506
GENE_181,0.2839506172839506,0.2763726183373813,0.0804235401275138,0.7078241924789239
GENE_182,0.2839506172839506,0.2965687950235255,0.07720603782745368,0.7310315430520035
GENE_183,0.32098765432098764,0.324060281471462,0.0993548479345497,0.6883447194865879
GENE_184,0.3333333333333333,0.32685395183025934,0.11114293853687848,0.5790890779792001
GENE_185,0.25925925925925924,0.2565501515544901,0.06332703459449227,0.48820341144587914
GENE_186,0.2716049382716049,0.2856171260091808,0.06766015061233792,0.6982444140446876
GENE_187,0.2839506172839506,0.3102138614165567,0.07254801664340674,0.7890499194847022
GENE_188,0.2962962962962963,0.31307061221542637,0.08101190487775518,0.6068783896537338
GENE_189,0.3395061728395062,0.35674732888136423,0.1118093354189595,0.6389053938073546
GENE_190,0.29012345679012347,0.3168550456159092,0.07641875554961233,0.8110228365166603
GENE_191,0.345679012345679,0.3530509328444306,0.11243079595896359,0.553698752228164
GENE_192,0.3395061728395062,0.3586045233691112,0.10538083950244118,0.5742061134217997
GENE_193,0.30864197530864196,0.3167920065408956,0.08988575024799574,0.5882352941176471
GENE_194,0.30864197530864196,0.2975717807321165,0.09607458546137192,0.5392156862745098
GENE_195,0.3148148148148148,0.3300022899843795,0.08809380468408176,0.7629757785467127
GENE_196,0.2962962962962963,0.32172724019812976,0.07704927655439917,0.6601133361145877
GENE_197,0.3518518518518518,0.3509453655280579,0.12203806470953762,0.6095201238390092
GENE_198,0.2654320987654321,0.28852461860549355,0.06107192572348274,0.7979936160510717
GENE_199,0.2530864197530864,0.2863242722694792,0.05308066385404235,0.937350549976088
GENE_200,0.27777777777777773,0.2993073706373791,0.07268758405400255,0.7885224796989504
GENE_201,0.3024691358024691,0.29693316224772015,0.09311971495798879,0.633169934640523
GENE_202,0.3518518518518518,0.36019989760298843,0.11924648340415915,0.6170450636394909
GENE_203,0.27777777777777773,0.29089504429618346,0.07084816477742871,0.6672113289760349
GENE_204,0.8703703703703703,0.8630652097736081,0.76439874077191,0.6071825893477959
GENE_205,0.27777777777777773,0.2705138929040273,0.07432184439370748,0.7157357892652011
GENE_206,0.27777777777777773,0.27727148831750636,0.07467218158172713,0.6550802139037433
GENE_207,0.839506172839506,0.8206444674263494,0.7173002262014713,0.5808663334614892
GENE_208,0.3148148148148148,0.33503622154187096,0.08725349352175157,0.7252979623221838
GENE_209,0.30864197530864196,0.3334896568456932,0.08475290550102643,0.7450980392156863
GENE_210,0.32098765432098764,0.3568910173376183,0.09337375480090021,0.78797356046491
GENE_211,0.4074074074074074,0.41788281743615174,0.15589073540815496,0.6102884044060515
GENE_212,0.345679012345679,0.3641762142102668,0.11152017469447167,0.7018716577540107
GENE_213,0.25925925925925924,0.2803520393429135,0.06152429959142475,0.7113821138211383
GENE_214,0.3148148148148148,0.3174397352640519,0.09343713445468071,0.5934256055363322
GENE_215,0.29012345679012347,0.31288469766776644,0.07639296096025962,0.7888030327764778
GENE_216,0.2839506172839506,0.28705635504815263,0.07891015326841244,0.6149947901866061
GENE_217,0.3148148148148148,0.33067652911209067,0.09283432540993129,0.7347174163783161
GENE_218,0.3024691358024691,0.30512191776624914,0.08533079752940871,0.7046568627450981
GENE_219,0.25925925925925924,0.2557832269630194,0.06544182081503355,0.543998087039694
GENE_220,0.345679012345679,0.3729608846877926,0.10797964599164674,0.6706773618538324
GENE_221,0.3333333333333333,0.3309012743309378,0.10891699218999205,0.6378372453104233
GENE_222,0.2530864197530864,0.2627801917709989,0.060028873174114886,0.6883668101386896
GENE_223,0.345679012345679,0.37742856647620915,0.10698081660813166,0.7798573975044563
GENE_224,0.27777777777777773,0.28401038446300303,0.07124500195321018,0.6550802139037433
GENE_225,0.29012345679012347,0.3178944399705876,0.08045059625237663,0.6777040140755655
GENE_226,0.24074074074074073,0.242699131377217,0.05598951138406045,0.7293403191236009
GENE_227,0.35802469135802467,0.3640232496729863,0.12502379009154138,0.690218616182105
GENE_228,0.37037037037037035,0.3861551283226236,0.12984019474840514,0.6038827960562757
GENE_229,0.21604938271604937,0.24162447757580988,0.041442631611169733,0.8679354094579009
GENE_230,0.2716049382716049,0.2683931308150238,0.07278215590241555,0.6347676491315343
GENE_231,0.29012345679012347,0.32680750710855505,0.07728625165834577,0.8332426402568427
GENE_232,0.2716049382716049,0.2911473615385651,0.06613498286042417,0.6855490610620569
GENE_233,0.2839506172839506,0.3188685921121939,0.0695660113015906,0.88187932177702
GENE_234,0.37654320987654316,0.383227771821211,0.1329802397922234,0.636585235186971
GENE_235,0.29012345679012347,0.29427054551755955,0.07713279294148079,0.611044602855018
GENE_236,0.25925925925925924,0.2776507442648606,0.06089270320757801,0.7811254583134067
GENE_237,0.30864197530864196,0.31078079084421506,0.08923199532484288,0.6274509803921569
GENE_238,0.23456790123456792,0.24554999401202046,0.048862348300720164,0.649178590355061
GENE_239,0.25925925925925924,0.25682715181656823,0.06350660402884084,0.6137414315319625
GENE_240,0.345679012345679,0.35952083269472024,0.1108855328149714,0.80325311942959
GENE_241,0.32716049382716045,0.33964739820664025,0.09671271921713669,0.749523321665386
GENE_242,0.3024691358024691,0.3171635379161041,0.08430869844745593,0.7761437908496732
GENE_243,0.25925925925925924,0.27976941625958873,0.06327257636603424,0.7532281205164992
GENE_244,0.2839506172839506,0.2942214954399339,0.07596245008404293,0.6265984654731458
GENE_245,0.3024691358024691,0.34096389650017717,0.08727234032080367,0.7455065359477124
GENE_246,0.3395061728395062,0.35698209658432223,0.10471673389739335,0.6227305737109659
GENE_247,0.3333333333333333,0.3431597337798321,0.10289003309571845,0.5790890779792001
GENE_248,0.3395061728395062,0.3643011675528793,0.10511001227207793,0.7197794942892982
GENE_249,0.2716049382716049,0.2848955980011564,0.06761769233891664,0.7490258259752104
GENE_250,0.2839506172839506,0.2803178440011682,0.07654018125031115,0.8122572700577815
GENE_251,0.2716049382716049,0.29958152122690795,0.06696172256286045,0.647463002114165
GENE_252,0.3395061728395062,0.3407370989820544,0.11326540163487105,0.6065557536145771
GENE_253,0.29012345679012347,0.2906332344278338,0.08594574266760562,0.611044602855018
GENE_254,0.2962962962962963,0.32308894003612165,0.07800125950076635,0.6920543039911
GENE_255,0.2962962962962963,0.309306826727578,0.08375080175329748,0.5855844110693923
GENE_256,0.3395061728395062,0.36833040571710246,0.10839411321580068,0.7036046741929095
GENE_257,0.3395061728395062,0.3574673817518293,0.10573878498872176,0.671255034000132
GENE_258,0.2716049382716049,0.28747479879107574,0.07017546818611678,0.647463002114165
GENE_259,0.3395061728395062,0.3431447179117744,0.10926835038194868,0.6227305737109659
GENE_260,0.35802469135802467,0.38751492652659963,0.12169540694350449,0.7919350438299942
GENE_261,0.3148148148148148,0.3445981032002792,0.08706416285990036,0.8477508650519031
GENE_262,0.2037037037037037,0.20448161461434192,0.03864589694008881,0.4776626559714795
GENE_263,0.2839506172839506,0.28445964197294765,0.0758492062250447,0.6265984654731458
GENE_264,0.2716049382716049,0.27725032662237364,0.06927797016707317,0.7109397670273183
GENE_265,0.3148148148148148,0.32662685673243014,0.09599965955693304,0.6405228758169935
GENE_266,0.2962962962962963,0.33554899076840333,0.07710118276092755,0.6388193575302461
GENE_267,0.3148148148148148,0.32652109367233895,0.09402308916513098,0.7912341407151097
GENE_268,0.32098765432098764,0.33350452380285084,0.0943928098471808,0.5434300416999379
GENE_269,0.23456790123456792,0.2499186405112952,0.051754571758338294,0.632094943240454
GENE_270,0.3950617283950617,0.4129528093755301,0.14299768872810137,0.6731685729847495
GENE_271,1.0,1.0,1.0,0.6280719480492143
GENE_272,0.2716049382716049,0.28491676318891573,0.0670434740861135,0.647463002114165
GENE_273,0.25925925925925924,0.2843106556013723,0.06028432333194362,0.7392794516180456
GENE_274,0.3148148148148148,0.31932042924270865,0.09448091704786121,0.7064590542099193
GENE_275,0.37037037037037035,0.39004766094752746,0.12328251907648934,0.6717347956131605
GENE_276,0.345679012345679,0.3696511200537122,0.10780971163755727,0.7642602495543671
GENE_277,0.4012345679012346,0.41484257042898115,0.14962535044866435,0.7101951357466063
GENE_278,0.2716049382716049,0.2784327666027487,0.07343700006431038,0.6855490610620569
GENE_279,0.3148148148148148,0.31078677938764937,0.09687177563938305,0.6122645136485967
GENE_280,0.8950617283950617,0.8881184886780485,0.7929808555992391,0.5993398317181279
GENE_281,0.2654320987654321,0.26708656733099356,0.06808065127462401,0.6117951056391548
GENE_282,0.30864197530864196,0.3126571197993966,0.08582236678603015,0.7254901960784315
GENE_283,0.29012345679012347,0.33995227549381973,0.07054531060853815,0.7888030327764778
GENE_284,0.345679012345679,0.3416573995072213,0.11939762831260262,0.6550802139037433
GENE_285,0.3024691358024691,0.3163750091929067,0.09002759141062379,0.5106209150326797
GENE_286,0.30864197530864196,0.3289596113515047,0.0903579676022901,0.7352941176470588
GENE_287,0.3148148148148148,0.31926016012416414,0.09652815478370298,0.6687812379853902
GENE_288,0.23456790123456792,0.23377277225162707,0.0530457214116653,0.7345968259280953
GENE_289,0.38888888888888884,0.391958650992668,0.14565567014664899,0.5780448380068873
GENE_290,0.2654320987654321,0.2746266355516459,0.06373183464635573,0.8378932968536251
GENE_291,0.16666666666666666,0.18663109368258643,0.02396739550928689,0.5816714150047483
GENE_292,0.2716049382716049,0.2649701198622589,0.07243957159302132,0.5585955312357501
GENE_293,0.21604938271604937,0.21847436486701075,0.04586863238744127,0.6459054209919263
GENE_294,0.3024691358024691,0.31013168502379895,0.08644765177029376,0.6842320261437909
GENE_295,0.2716049382716049,0.2703687968684553,0.07062453564758715,0.723635120009949
GENE_296,0.29012345679012347,0.30142620951318255,0.08093232029981501,0.5777148972447443
GENE_297,0.2222222222222222,0.2492059469495499,0.04009774796543845,0.7625272331154683
GENE_298,0.2222222222222222,0.23786983605021655,0.04431812478709597,0.6862745098039216
GENE_299,0.2654320987654321,0.2691731435504414,0.06885114280530016,0.5984952120383037
GENE_300,0.3333333333333333,0.35481292066835196,0.10377912476351896,0.8056891519710611
GENE_301,0.30864197530864196,0.2919628771139797,0.09984129461539613,0.5196078431372548
GENE_302,0.2716049382716049,0.26781729490155437,0.06893512866628104,0.647463002114165
GENE_303,0.37654320987654316,0.38700201982329197,0.133172697314549,0.6234597664202294
GENE_304,0.3024691358024691,0.30519357887847665,0.0846686156447057,0.5514705882352942
GENE_305,0.2716049382716049,0.28111158982252565,0.07018937868632155,0.6601583550967955
GENE_306,0.25925925925925924,0.25008624475434715,0.0657169912700348,0.725330782719592
GENE_307,0.23456790123456792,0.24040144895787682,0.05012077760052556,0.649178590355061
GENE_308,0.2530864197530864,0.2865224535683376,0.05817089771552401,0.6004901960784315
GENE_309,0.2716049382716049,0.2966600677764301,0.06611022890016884,0.647463002114165
GENE_310,0.2098765432098765,0.23494075128876662,0.040968223882024514,0.6422355038271993
GENE_311,0.3024691358024691,0.32570229974044995,0.08118169289653707,0.755718954248366
GENE_312,0.30864197530864196,0.3253200717200229,0.08780710277229835,0.696078431372549
GENE_313,0.3024691358024691,0.31029666823457575,0.08654476110376404,0.6433823529411764
GENE_314,0.19753086419753085,0.20653484937939653,0.036112028002875156,0.726399430740038
GENE_315,0.3024691358024691,0.33365202131358523,0.08544373280531402,0.8169934640522877
GENE_316,0.29012345679012347,0.29019167785142563,0.08190829380723393,0.5777148972447443
GENE_317,0.3024691358024691,0.3208721933957259,0.08338555660026513,0.7046568627450981
GENE_318,0.2716049382716049,0.2814641454893567,0.07381315174399321,0.5332048252704887
GENE_319,0.4012345679012346,0.4351402105297441,0.14975279310851877,0.6178120286576169
GENE_320,0.27777777777777773,0.31071508609684517,0.06797097808853435,0.691473559120618
GENE_321,0.2962962962962963,0.3032978189417846,0.08377968847920282,0.7027012932832708
GENE_322,0.2530864197530864,0.24753956015188103,0.06190684874771661,0.7176590148254424
GENE_323,0.2530864197530864,0.2674328771426265,0.06129241763804969,0.8055356288857006
GENE_324,0.3518518518518518,0.358657704765105,0.12275812140278676,0.6697196422428621
GENE_325,0.2839506172839506,0.29114904885102616,0.07481242038692003,0.6382021407596855
GENE_326,0.2098765432098765,0.2163654870328461,0.04232149287351816,0.7064590542099193
GENE_327,0.29012345679012347,0.2896500388106263,0.07781007092585962,0.6665941122054742
GENE_328,0.2654320987654321,0.2791329426198571,0.05930795279210945,0.6649946800425597
GENE_329,0.2962962962962963,0.3110013053775466,0.08521762580630622,0.7027012932832708
GENE_330,0.2222222222222222,0.22827930679884587,0.04336051478301049,0.8387799564270153
GENE_331,0.2962962962962963,0.29598227919562614,0.0881870388248897,0.6175253789459045
GENE_332,0.32098765432098764,0.3557698678569118,0.09015788130241334,0.9691169076982227
